Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
Davis Wendzel,PIT,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22950001060962677,-100.0,0.0,-1.0407230005243018,0.0008439496159553528,-0.09261731126599854,Davis Wendzel,26469,673995
Marcelo Mayer,BOS,70.0,228.0,3.0,19.0,22.0,3.0,0.070175438,0.192982456,0.092682926,0.260869565,0.219512195,0.281938325,0.312195121,0.2667794902419204,0.2585452425796374,63.26811107600649,0.1337767532095313,-9.583261235415497,0.539649248123169,-0.09313727873080238,Marcelo Mayer,29668,691785
Zach Dezenzo,HOU,35.0,82.0,1.0,11.0,3.0,1.0,0.085365853,0.37804878,0.093333333,0.348837209,0.213333333,0.280487804,0.306666666,0.26533344242630935,0.24845909210572759,67.12219666015885,0.5989589188247919,-2.5290820824727627,-1.3149019181728363,-0.0936797514812211,Zach Dezenzo,31562,701305
Adam Frazier,LAA,44.0,101.0,1.0,15.0,6.0,0.0,0.08910891,0.287128712,0.11235955,0.288135593,0.202247191,0.282828282,0.314606741,0.27006282710065743,0.2354808576179273,68.63251567079652,0.0011354098096489906,-3.6747067513581264,-0.8614730536937714,-0.09518958504299312,Adam Frazier,15223,624428
Shay Whitcomb,HOU,17.0,24.0,2.0,2.0,5.0,0.0,0.041666666,0.458333333,0.260869565,0.1,0.130434782,0.166666666,0.391304347,0.23672961443662643,0.25836966435114544,47.180598854295006,-0.011404236778616905,-1.48222755307375,-0.31118736416101456,-0.09542528162695664,Shay Whitcomb,27789,694376
Vidal Brujan,NYM,9.0,13.0,0.0,4.0,1.0,0.0,0.076923076,0.076923076,0.0,0.1,0.09090909,0.166666666,0.09090909,0.13227461278438568,0.21323933204015097,-21.515940726650566,-0.4234524949788465,-2.3347178021983135,0.948402464389801,-0.09818118292772338,Vidal Brujan,20536,660644
David Fry,CLE,71.0,168.0,6.0,16.0,13.0,0.0,0.148809523,0.303571428,0.153846154,0.232558139,0.181818181,0.303571428,0.335664335,0.28924198493272246,0.2577061453265344,84.41121879764724,-0.3938119634985924,-3.432437858036151,-3.5262027755379677,-0.09863737721494986,David Fry,24934,681807
Cody Freeman,TEX,7.0,18.0,0.0,1.0,0.0,0.0,0.055555555,0.277777777,0.0,0.333333333,0.235294117,0.277777777,0.235294117,0.2364259958267212,0.16382622718811035,47.8148007791711,-0.03151941020041704,-1.1213917787989642,-0.49452616833150387,-0.09912967743185125,Cody Freeman,25629,683227
Daniel Johnson,HOU,8.0,17.0,0.0,1.0,0.0,0.0,0.117647058,0.176470588,0.0,0.181818181,0.142857142,0.294117647,0.142857142,0.22960793621399822,0.34114711424883676,42.215611550160205,-0.048180039040744305,-1.1879448225198666,-0.4243947910144925,-0.10239313401498797,Daniel Johnson,19643,669288
Tyler Callihan,PIT,40.0,107.0,3.0,13.0,15.0,1.0,0.084112149,0.355140186,0.178947369,0.309090909,0.210526315,0.283018867,0.389473684,0.2940021179757028,0.2517981619205115,81.51543188562957,0.8472698414698243,-1.5457012745826515,-2.9503899812698364,-0.10454493587904162,Tyler Callihan,27497,682997
Alek Thomas,ARI,28.0,100.0,2.0,12.0,10.0,4.0,0.03,0.23,0.159574468,0.217391304,0.180851063,0.222222222,0.340425531,0.24570677497170187,0.2919600968508376,50.11031213580992,0.8332922076806426,-5.202790164129915,0.9327170848846436,-0.10463688040827143,Alek Thomas,23792,677950
Oliver Dunn,TBR,9.0,12.0,0.0,4.0,1.0,0.0,0.083333333,0.25,0.0,0.125,0.09090909,0.166666666,0.09090909,0.13227461278438568,0.20673932631810507,-27.127107531478,0.1296678874641657,-1.6403400057970483,0.15707844495773315,-0.10739677497203991,Oliver Dunn,26295,686554
Aramis Garcia,ARI,8.0,19.0,1.0,2.0,2.0,0.0,0.0,0.315789473,0.157894737,0.166666666,0.157894736,0.157894736,0.315789473,0.20136961811467222,0.25905262796502365,20.467796628992392,-0.1300478857010603,-1.9583206360238505,0.27272188663482666,-0.10884285229399693,Aramis Garcia,16925,605244
Hector Rodriguez,CIN,5.0,15.0,0.0,1.0,0.0,0.0,0.133333333,0.133333333,0.076923077,0.181818181,0.153846153,0.266666666,0.23076923,0.23636449575424195,0.26518294016520183,40.03587620851519,0.002948441542685032,-1.0852976651802462,-0.5015797317028046,-0.11199195391817134,Hector Rodriguez,29189,699302
Jose Fernandez,ARI,55.0,177.0,3.0,23.0,15.0,7.0,0.039548022,0.2259887,0.096969697,0.319672131,0.254545454,0.289017341,0.351515151,0.28346770312744757,0.2759124888161014,75.35615507557985,0.6564814075827599,-4.62099261948555,-2.2627561688423157,-0.11659663973590803,Jose Fernandez,28020,699912
Johnathan Rodriguez,BAL,7.0,15.0,0.0,0.0,2.0,0.0,0.2,0.4,0.090909091,0.333333333,0.181818181,0.333333333,0.272727272,0.28288701772689817,0.29724108378092445,80.24552581983416,-0.02316160051850602,-0.3669668666127234,-1.331787496805191,-0.11844129848442611,Johnathan Rodriguez,22530,671286
Kyle Manzardo,CLE,102.0,356.0,13.0,40.0,39.0,0.0,0.101123595,0.320224719,0.163461539,0.288770053,0.214743589,0.306179775,0.378205128,0.3049190076214544,0.30669754373151703,95.34069583704402,-1.8932610815390944,-3.8178006813278103,-10.046279907226562,-0.11931006534356303,Kyle Manzardo,29794,700932
Brent Rooker,ATH,48.0,203.0,10.0,20.0,29.0,2.0,0.093596059,0.320197044,0.188888888,0.242990654,0.2,0.280788177,0.388888888,0.29256954877683433,0.31198719294384275,82.65089948363497,0.4322581458836794,-3.65402816144523,-4.759473972022533,-0.11971032392401892,Brent Rooker,19627,667670
Marcus Semien,NYM,100.0,392.0,14.0,41.0,41.0,8.0,0.076530612,0.219387755,0.148876404,0.238461538,0.213483146,0.273657289,0.36235955,0.2800826338855812,0.3076347409912737,77.30414310625152,0.9735277434810996,-9.790554873413027,-4.114713788032532,-0.12186541966180514,Marcus Semien,12533,543760
Bryce Johnson,SDP,32.0,49.0,0.0,5.0,2.0,5.0,0.061224489,0.367346938,0.044444445,0.296296296,0.177777777,0.229166666,0.222222222,0.2073109820485115,0.172366996606191,29.081188130626163,0.8207537950947881,-3.3836256299016165,0.5963206887245178,-0.12198785153683281,Bryce Johnson,20002,669369
Scott Kingery,CHC,8.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.2223643809556961,0.15600000321865082,37.23273288133147,0.39363955426961184,0.08987465951775314,-1.4980703592300415,-0.13009494580435313,Scott Kingery,17975,664068
Jasson Dominguez,NYY,53.0,212.0,6.0,21.0,14.0,7.0,0.04245283,0.216981132,0.15,0.27027027,0.23,0.27014218,0.38,0.28459477142135114,0.288328722189953,81.11394747327884,-0.11912679392844439,-4.7646308692832395,-4.0748467445373535,-0.1304068741583153,Jasson Dominguez,28080,691176
Eddys Leonard,SFG,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.333333333,0.25,0.25,0.375,0.2687239721417427,0.2991250157356262,68.81808425634131,0.0016974038444459438,-0.3001150467797301,-1.2949732765555382,-0.13591760987808058,Eddys Leonard,24151,678760
Rikuu Nishida,CHW,12.0,30.0,0.0,3.0,2.0,0.0,0.0,0.166666666,0.0,0.291666666,0.24137931,0.24137931,0.24137931,0.21469664368136177,0.24731034245984307,30.971602793529964,-0.062209478579461575,-2.4649387289946225,0.05667582154273987,-0.13622303295549207,Rikuu Nishida,33795,807747
Kevin Alcantara,CHC,20.0,23.0,1.0,4.0,5.0,0.0,0.086956521,0.391304347,0.142857142,0.363636363,0.238095238,0.304347826,0.38095238,0.30437449786974036,0.3057280001432999,92.0622784514156,-0.7535359282046556,-0.9744218653085572,-1.1118676960468292,-0.13642030370550992,Kevin Alcantara,25971,682634
Billy Cook,PIT,66.0,45.0,0.0,11.0,2.0,5.0,0.0,0.4,0.066666666,0.333333333,0.2,0.2,0.266666666,0.2017924533949958,0.13773333231608073,19.866769545236842,0.3739447323605418,-3.988897774840951,1.1364626586437225,-0.14180947580454165,Billy Cook,29573,695257
Trei Cruz,DET,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.09679999947547913,-100.0,0.0,-1.2687509563538675,-0.30634286999702454,-0.1421340213716947,Trei Cruz,27569,669360
Drew Millas,WSN,50.0,152.0,2.0,18.0,11.0,0.0,0.092105263,0.243421052,0.076923077,0.239130434,0.184615384,0.277027027,0.261538461,0.2506875005122778,0.26555121434878,54.427222462155264,-1.4562510857358575,-9.837205094042593,3.5112980604171753,-0.14229896384603297,Drew Millas,25643,686452
Yohel Pozo,- - -,22.0,43.0,1.0,1.0,7.0,0.0,0.0,0.139534883,0.095238095,0.25,0.238095238,0.232558139,0.333333333,0.24239772419596828,0.22711628814076268,51.55915067917756,-0.29506024485453963,-2.8091225199109213,-0.023824922740459442,-0.14313400828621503,Yohel Pozo,18848,650968
Nathan Furman,SFG,5.0,8.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.25,0.0,0.17445945739746094,0.2698429822921753,5.795609697127996,-0.011404236778616905,-0.923216651724554,-0.7571731582283974,-0.14459736397395803,Nathan Furman,31988,801501
LuJames Groover,ARI,15.0,54.0,1.0,4.0,4.0,0.0,0.092592592,0.203703703,0.104166667,0.194444444,0.166666666,0.259259259,0.270833333,0.24505550331539577,0.28594560443230393,49.67489111336013,0.2670925920829177,-3.020839612583995,-0.15588271617889404,-0.1451195940289264,LuJames Groover,33552,694410
Hayden Senger,NYM,7.0,17.0,1.0,2.0,2.0,0.0,0.0,0.235294117,0.2,0.1,0.133333333,0.133333333,0.333333333,0.19577101469039918,0.18113333384195965,20.935880985676956,-0.2239496810361743,-1.8501450818796972,-0.1378159075975418,-0.14620656159296153,Hayden Senger,21489,663584
Raynel Delgado,HOU,17.0,36.0,1.0,3.0,4.0,0.0,0.055555555,0.138888888,0.121212121,0.296296296,0.272727272,0.314285714,0.393939393,0.3122662935938154,0.27696410587855746,99.84215435961251,0.1060928525403142,0.09949973401128086,-2.823026031255722,-0.14653689982077797,Raynel Delgado,22272,669384
Zach Cole,HOU,19.0,53.0,3.0,4.0,8.0,0.0,0.018867924,0.396226415,0.196078431,0.185185185,0.156862745,0.188679245,0.352941176,0.23369942408687663,0.28869110683225235,45.06805513281424,0.1521210204809904,-3.22585557609236,-0.1040956974029541,-0.14657435353916418,Zach Cole,31583,805904
Jarred Kelenic,- - -,26.0,69.0,1.0,5.0,4.0,0.0,0.115942028,0.36231884,0.081967213,0.342857142,0.213114754,0.304347826,0.295081967,0.2760152764942335,0.3460721278536147,73.96637199439002,-1.2670576176606119,-3.351258507154536,-0.5518892705440521,-0.14685824830119115,Jarred Kelenic,22558,672284
Eric Wagaman,NYM,23.0,47.0,2.0,4.0,4.0,0.0,0.085106382,0.234042553,0.142857143,0.206896551,0.19047619,0.276595744,0.333333333,0.2755543843228766,0.30426053797945063,74.27668899334917,-0.1138656372204423,-1.5766122379051952,-1.4113423824310303,-0.14900191685733674,Eric Wagaman,23395,676572
Cesar Salazar,HOU,9.0,22.0,0.0,0.0,1.0,0.0,0.136363636,0.136363636,0.0,0.066666666,0.055555555,0.227272727,0.055555555,0.16871432824568314,0.3279260505329479,-0.23730207699751898,-0.039323038421571255,-2.5979551200269744,0.33480778336524963,-0.15047749214723893,Cesar Salazar,21587,663967
James Outman,- - -,92.0,168.0,5.0,23.0,17.0,6.0,0.059523809,0.416666666,0.147435897,0.271604938,0.173076923,0.232142857,0.32051282,0.2448351759286154,0.22345376582372756,51.77434919964058,0.9539995305240154,-8.44633198999161,0.9748730510473251,-0.1508186106608264,James Outman,24770,681546
Dylan Carlson,CHC,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06949999928474426,-100.0,0.06122039258480072,-0.9620213106849387,-0.6777409166097641,-0.1536577299473779,Dylan Carlson,20126,666185
Nick Yorke,PIT,27.0,86.0,1.0,6.0,6.0,0.0,0.081395348,0.197674418,0.078947368,0.237288135,0.197368421,0.279069767,0.276315789,0.2552848423636237,0.3056350974149482,55.63020324064445,0.16228047385811806,-4.45440472085707,0.0825938880443573,-0.16116941310847538,Nick Yorke,27504,694377
Christian Vazquez,HOU,69.0,219.0,5.0,18.0,23.0,1.0,0.06849315,0.187214611,0.110552763,0.246753246,0.216080402,0.269767441,0.326633165,0.2635550986383563,0.23400565174138435,65.88239698744695,-0.5218451609835029,-9.191033089684234,-0.20272470451891422,-0.16141405228178995,Christian Vazquez,9774,543877
Tim Tawa,ARI,62.0,188.0,6.0,21.0,26.0,3.0,0.074468085,0.223404255,0.156626506,0.272727272,0.234939759,0.289617486,0.391566265,0.2971119558224913,0.2948363167898996,84.47830003845976,-1.3761635394766927,-4.906706532129757,-2.802677273750305,-0.16432363458360555,Tim Tawa,29571,694374
Jonathan Ornelas,ATH,6.0,13.0,0.0,0.0,0.0,0.0,0.076923076,0.538461538,0.0,0.4,0.166666666,0.23076923,0.166666666,0.19051945209503174,0.17714399557847244,11.505107919930802,-0.017253184545552358,-1.352056717649274,-0.7339946292340755,-0.16510538657796314,Jonathan Ornelas,24597,680716
Sam Huff,BAL,14.0,34.0,0.0,1.0,1.0,0.0,0.029411764,0.558823529,0.06060606,0.285714285,0.121212121,0.147058823,0.181818181,0.14698298187816844,0.13714328934164607,-14.502059156085481,-0.15321330819278955,-4.670191618873907,1.831567108631134,-0.16550371689905374,Sam Huff,22209,669087
Brett Baty,NYM,108.0,375.0,7.0,41.0,34.0,5.0,0.082666666,0.28,0.107142857,0.285087719,0.214285714,0.283422459,0.321428571,0.27136299922504525,0.3000275514980051,71.47445252703388,1.0622685933485627,-11.879976709668673,-1.9323031306266785,-0.16847955899436168,Brett Baty,26123,683146
Andrew Velazquez,KCR,6.0,15.0,0.0,0.0,0.0,1.0,0.0,0.133333333,0.0,0.076923076,0.066666666,0.066666666,0.066666666,0.059297168254852296,0.1603333314259847,-80.17955866961165,0.1942978845909238,-2.9415325378326225,0.738155260682106,-0.1697886193344732,Andrew Velazquez,14196,623205
Cristian Pache,NYM,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999364217122,-100.0,0.0,-1.5240992524591974,-0.34038908034563065,-0.16992728553043548,Cristian Pache,19948,665506
Nelson Velazquez,STL,34.0,83.0,4.0,10.0,12.0,0.0,0.084337349,0.301204819,0.216216216,0.260869565,0.216216216,0.289156626,0.432432432,0.31275948199881126,0.3630344666630389,98.01780146159193,-0.11092900298535824,-0.3099824097891392,-4.057170271873474,-0.17059121231392424,Nelson Velazquez,23359,676369
Connor Joe,SEA,21.0,45.0,1.0,2.0,3.0,2.0,0.133333333,0.333333333,0.128205128,0.260869565,0.179487179,0.288888888,0.307692307,0.27361407279968264,0.33689403533935547,78.9646341023428,-0.3331958781927824,-1.4314892831006942,-1.8677080273628235,-0.17246554583734192,Connor Joe,16572,656582
Eric Haase,SFG,29.0,84.0,4.0,8.0,9.0,0.0,0.071428571,0.333333333,0.202702702,0.19047619,0.162162162,0.234567901,0.364864864,0.2633641031053331,0.27118503900221835,65.23463388899793,-0.14523504301905632,-3.678453287375689,-0.7628960609436035,-0.17484241363805764,Eric Haase,14111,606992
Michael Helman,TEX,15.0,35.0,1.0,2.0,2.0,0.0,0.028571428,0.171428571,0.133333334,0.166666666,0.166666666,0.235294117,0.3,0.23915119907435248,0.20021723298465505,49.71471806028113,-0.0009277928620576859,-2.0429700505912143,-0.9492176473140717,-0.17750179564222615,Michael Helman,24605,680737
Jose Tena,WSN,90.0,232.0,5.0,29.0,20.0,3.0,0.086206896,0.293103448,0.142857142,0.328467153,0.238095238,0.310344827,0.38095238,0.3067428793372779,0.30214204459354793,91.9041955892029,0.7390311043709517,-1.5334085713508387,-7.734974384307861,-0.17781962450625083,Jose Tena,23691,677588
Dylan Moore,PHI,15.0,15.0,0.0,3.0,0.0,1.0,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.13956756591796876,0.23277440071105956,-21.466659630085143,0.27326115127652884,-1.9311506049718061,-0.3270472437143326,-0.1803013899224934,Dylan Moore,18042,664238
Edwin Arroyo,CIN,44.0,142.0,0.0,13.0,5.0,1.0,0.035211267,0.218309859,0.038167939,0.316831683,0.244274809,0.285714285,0.282442748,0.2568239906004497,0.30741336571909217,53.71449108217527,-0.7539179883897305,-8.705943388864759,2.3005080819129944,-0.1833772179260425,Edwin Arroyo,29957,695490
C.J. Kayfus,CLE,9.0,25.0,1.0,4.0,2.0,0.0,0.08,0.32,0.181818182,0.23076923,0.181818181,0.28,0.363636363,0.28843107461929324,0.30422004699707034,83.84588022363312,0.1866258019581437,-0.2819491815771431,-2.416495621204376,-0.18388798493300412,C.J. Kayfus,33704,692216
Will Benson,CIN,51.0,114.0,3.0,11.0,6.0,1.0,0.140350877,0.333333333,0.145833333,0.272727272,0.1875,0.309734513,0.333333333,0.2901499441691807,0.29958563988361886,75.9952408069733,0.167279995046556,-3.1436239093210463,-2.4329042434692383,-0.1913933798640532,Will Benson,21853,666181
Max Kepler,ARI,30.0,106.0,2.0,8.0,15.0,0.0,0.094339622,0.207547169,0.127659574,0.25,0.212765957,0.283018867,0.340425531,0.2724785872868129,0.28220807030087425,68.00915630967724,0.3923467332497239,-3.710411541670931,-1.614474505186081,-0.1921765857683408,Max Kepler,12144,596146
Ivan Johnson,CIN,12.0,14.0,0.0,0.0,0.0,2.0,0.142857142,0.428571428,0.0,0.166666666,0.083333333,0.214285714,0.083333333,0.16322379878589086,0.1776245662144252,-8.863836758082954,0.3828936507925391,-1.4610856558743701,-0.8926962018013,-0.19332602485014638,Ivan Johnson,27593,671155
Amed Rosario,NYY,69.0,197.0,10.0,23.0,28.0,1.0,0.060913705,0.258883248,0.203296704,0.258064516,0.23076923,0.274111675,0.434065934,0.3038924938531091,0.305860169079839,94.56765092311491,-0.35131715424358845,-1.5929971570072536,-7.356410980224609,-0.1960062140858445,Amed Rosario,15518,642708
Zack Short,- - -,29.0,62.0,0.0,4.0,2.0,0.0,0.129032258,0.306451612,0.04,0.212121212,0.14,0.262295081,0.18,0.2176951306765197,0.25583168326831257,33.287802982979024,-0.1758157249132637,-5.085363585634865,0.9833331406116486,-0.19775182236685784,Zack Short,19562,670097
Max Muncy,ATH,54.0,194.0,5.0,24.0,21.0,3.0,0.072164948,0.345360824,0.156069364,0.317307692,0.219653179,0.288659793,0.375722543,0.2920035514020428,0.28127957373550255,82.25630572466895,-0.8269824264571071,-4.820922710163321,-4.131792575120926,-0.20722542644688882,Max Muncy,29779,691777
Jake Cronenworth,SDP,67.0,253.0,3.0,27.0,17.0,7.0,0.09486166,0.209486166,0.067567567,0.271084337,0.216216216,0.306772908,0.283783783,0.27403984459272895,0.2914251502291615,73.69413769565104,0.9880079068243504,-7.064245516205357,-3.2013391256332397,-0.2100182406313042,Jake Cronenworth,18036,630105
Sterlin Thompson,COL,27.0,77.0,2.0,7.0,10.0,0.0,0.064935064,0.272727272,0.144927537,0.304347826,0.231884057,0.311688311,0.376811594,0.3078642781678732,0.29486534812233667,79.21749119873178,-0.3668969925493002,-2.303020550313202,-2.300583004951477,-0.214442565410632,Sterlin Thompson,31443,694514
Romy Gonzalez,BOS,19.0,73.0,1.0,7.0,7.0,1.0,0.06849315,0.287671232,0.123076923,0.255813953,0.184615384,0.263888888,0.307692307,0.25826547460423577,0.28858158323499894,57.33243436795256,-0.2443718109279871,-3.8582750188828903,-0.8598488867282867,-0.21527493833479183,Romy Gonzalez,21562,663853
Eliezer Alfonzo,LAD,12.0,27.0,0.0,3.0,4.0,0.0,0.0,0.074074074,0.074074074,0.2,0.185185185,0.185185185,0.259259259,0.19218670659595066,0.22277777283279984,15.795930899873012,-0.2582544246688485,-3.0089416728767175,-0.004889041185379028,-0.2176068020900388,Eliezer Alfonzo,22741,672613
Nick Morabito,NYM,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.083333333,0.0,0.060728684067726135,0.17281307776769003,-69.34943867222279,-0.4178694589063525,-2.8765911832708912,0.3235149383544922,-0.22020218400926603,Nick Morabito,32119,703492
Austin Hays,- - -,13.0,45.0,2.0,4.0,9.0,0.0,0.022222222,0.288888888,0.159090909,0.310344827,0.25,0.266666666,0.409090909,0.28341385993090545,0.2936818261038173,77.14675137810718,-0.47744888812303543,-1.6131366200905706,-2.155581444501877,-0.22057005815877612,Austin Hays,19363,669720
Dominic Smith,ATL,94.0,273.0,8.0,38.0,44.0,0.0,0.073260073,0.15018315,0.130612245,0.283582089,0.265306122,0.319852941,0.395918367,0.3126283171432045,0.30577725548726475,95.35650891154474,-1.902001184411347,-3.435740797026784,-7.594732195138931,-0.22187667666409971,Dominic Smith,15653,642086
Edmundo Sosa,PHI,62.0,192.0,5.0,19.0,25.0,3.0,0.03125,0.208333333,0.125,0.23880597,0.210227272,0.248677248,0.335227272,0.2558689558947528,0.3245569259401352,56.289019809803364,0.6444129385054111,-9.50956335378519,1.06914122402668,-0.2255152149309143,Edmundo Sosa,17022,624641
Sal Frelick,MIL,90.0,313.0,4.0,33.0,34.0,6.0,0.079872204,0.099041533,0.094202898,0.25,0.235507246,0.300653594,0.329710144,0.2814531484588248,0.28226219152066573,75.71804124151477,1.3203423293307424,-7.875095780287602,-4.506269335746765,-0.22739135554866244,Sal Frelick,29622,686217
Charles McAdoo,TOR,8.0,25.0,1.0,2.0,3.0,0.0,0.0,0.24,0.12,0.166666666,0.16,0.16,0.28,0.18861921072006227,0.2341200065612793,13.668569659411874,-0.014377718092873693,-2.518553068432935,-0.6195195317268372,-0.2286218029033517,Charles McAdoo,33323,807727
Grant McCray,SFG,21.0,43.0,1.0,6.0,2.0,4.0,0.162790697,0.255813953,0.090909091,0.095238095,0.09090909,0.25,0.181818181,0.21777218878269194,0.30077760219573973,34.75322454531081,0.9329683752730489,-2.4615008836046774,-1.2395727336406708,-0.2347588941169811,Grant McCray,25690,687529
Alan Roden,MIN,22.0,57.0,0.0,5.0,8.0,0.0,0.122807017,0.140350877,0.020833333,0.238095238,0.208333333,0.298245614,0.229166666,0.24825117148851095,0.3319492005465323,53.85438144289962,0.12504234910011292,-2.9267931381503636,-1.428932249546051,-0.23644054882102547,Alan Roden,31564,702176
Sam Haggerty,TEX,36.0,47.0,0.0,3.0,1.0,2.0,0.042553191,0.340425531,0.022727272,0.25,0.159090909,0.212765957,0.181818181,0.1855638141327716,0.18207448594113615,12.355449980552441,0.3990981141105294,-4.380358953411997,0.3343299627304077,-0.24120340798154288,Sam Haggerty,18054,664059
Rhys Hoskins,CLE,91.0,306.0,13.0,33.0,38.0,1.0,0.150326797,0.316993464,0.205533597,0.224489795,0.181818181,0.310457516,0.387351778,0.31069499546406315,0.29930516161949805,99.3675144338559,-2.0720810955390334,-2.2966387362167078,-10.99470043182373,-0.24240971357750418,Rhys Hoskins,16472,656555
Miles Mastrobuoni,SEA,13.0,30.0,0.0,3.0,1.0,0.0,0.066666666,0.333333333,0.0,0.294117647,0.192307692,0.24137931,0.192307692,0.20148149235495205,0.1839566888480351,28.676298273768875,-0.8425788106396794,-3.3252026483758272,-0.18637300096452236,-0.24848934471816414,Miles Mastrobuoni,20017,670156
Danny Jansen,TEX,41.0,142.0,3.0,11.0,12.0,1.0,0.091549295,0.28169014,0.138211382,0.225,0.170731707,0.276595744,0.308943089,0.26806452257413393,0.2538306324194509,69.87208541235157,-0.650594993494451,-5.614382790974692,-1.910104900598526,-0.2505312002927034,Danny Jansen,16535,643376
Dylan Beavers,BAL,64.0,217.0,2.0,23.0,19.0,5.0,0.101382488,0.239631336,0.094240838,0.318840579,0.240837696,0.324074074,0.335078534,0.2985684623320897,0.3108265011809593,91.17808566617556,0.006365545094013214,-2.2147868726066036,-7.986737489700317,-0.2508625365701284,Dylan Beavers,31695,687637
Moises Ballesteros,- - -,65.0,198.0,6.0,16.0,23.0,1.0,0.09090909,0.207070707,0.13483146,0.255639097,0.224719101,0.292929292,0.359550561,0.28944718837738037,0.3144502300901461,81.74295113535442,0.04291579686105251,-4.227230316938778,-4.783399671316147,-0.2561781523153974,Moises Ballesteros,28820,694208
Cameron Cauley,TEX,25.0,61.0,1.0,9.0,1.0,0.0,0.081967213,0.229508196,0.145454545,0.275,0.218181818,0.295081967,0.363636363,0.29289131086380754,0.24611666945160413,87.18046200665125,0.5203824797645211,-0.38693233064076704,-4.313483193516731,-0.25700383181108705,Cameron Cauley,29710,695508
Victor Scott II,STL,61.0,184.0,2.0,19.0,9.0,9.0,0.086956521,0.239130434,0.064516129,0.254545454,0.193548387,0.275862068,0.258064516,0.2477323371788551,0.2729852587677712,54.542570180856266,0.7031517643481493,-9.41653502232384,0.8905781358480453,-0.26060746245534616,Victor Scott II,31349,687363
Buddy Kennedy,- - -,16.0,27.0,0.0,2.0,0.0,0.0,0.111111111,0.444444444,0.041666667,0.083333333,0.041666666,0.148148148,0.083333333,0.1242165830400255,0.16728207800123426,-26.107181129245504,-0.031610844656825066,-4.103279887517586,0.6114267595112324,-0.2626287375741201,Buddy Kennedy,22505,671083
Reese McGuire,CHW,11.0,34.0,0.0,1.0,3.0,0.0,0.058823529,0.264705882,0.0,0.25,0.172413793,0.272727272,0.172413793,0.22122580896724353,0.2420684207569469,35.52351060761781,-0.05207739194156602,-2.5956028645904388,-1.211469292640686,-0.26404698693917383,Reese McGuire,15674,624512
Nolan Gorman,STL,62.0,229.0,7.0,19.0,26.0,0.0,0.109170305,0.323144104,0.12437811,0.260162601,0.19402985,0.279475982,0.31840796,0.2657540600730459,0.27822931432513937,66.5913626208686,-1.1328519145026803,-10.38917736659782,0.3334341049194336,-0.2678323456312822,Nolan Gorman,22263,669357
Ramon Urias,STL,25.0,68.0,2.0,9.0,5.0,0.0,0.088235294,0.176470588,0.157894737,0.159090909,0.157894736,0.279411764,0.315789473,0.2725742950158961,0.30550381716559916,71.15117056492537,-0.4967372063547373,-2.8701948168057605,-1.9728881865739822,-0.26849787159079996,Ramon Urias,18795,602104
Josh Rojas,KCR,28.0,72.0,1.0,6.0,8.0,1.0,0.041666666,0.138888888,0.088235294,0.263157894,0.235294117,0.267605633,0.323529411,0.2619030173395721,0.2126565583994691,61.0702194027609,0.2813847763463855,-2.970762792085247,-2.333139307796955,-0.27850768665623266,Josh Rojas,19734,668942
Tommy Pham,NYM,9.0,14.0,0.0,1.0,0.0,0.0,0.071428571,0.5,0.0,0.0,0.0,0.071428571,0.0,0.04984555925641741,0.1369908537183489,-76.62557496174902,0.04917758796364069,-2.9425772036791216,-0.2598857060074806,-0.2796825835617319,Tommy Pham,2967,502054
Chad Stevens,COL,16.0,34.0,0.0,1.0,3.0,0.0,0.147058823,0.382352941,0.0,0.0625,0.035714285,0.176470588,0.035714285,0.12878372564035304,0.20948116919573614,-40.5104848729865,0.1591841410845518,-5.620871518028023,1.7393024265766144,-0.2828123542634169,Chad Stevens,29614,677060
Yoan Moncada,LAA,41.0,130.0,3.0,9.0,10.0,1.0,0.13076923,0.346153846,0.108108108,0.285714285,0.189189189,0.307692307,0.297297297,0.28113717482640194,0.2693229615688324,76.35316719998117,0.06095866020768881,-3.5057868576714055,-3.925281196832657,-0.2845561825349799,Yoan Moncada,17232,660162
Tristan Gray,MIN,66.0,188.0,4.0,16.0,29.0,2.0,0.053191489,0.319148936,0.098265895,0.3125,0.225433526,0.267379679,0.323699421,0.26139545600044534,0.26043569203969597,63.018121180020955,-0.008695158176124096,-8.075519715193778,-1.423567295074463,-0.28458624396492604,Tristan Gray,19877,656484
